datetime,Device Name,Position - Latitude,Position - Longitude,Status
2024-03-12 07:29:28,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:29,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:29,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:30,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:30,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:31,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:31,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:32,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:32,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:33,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:33,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:34,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:34,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:35,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:35,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:36,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:36,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:37,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:37,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:38,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:38,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:39,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:39,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:40,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:40,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:41,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:41,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:42,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:42,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:43,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:43,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:44,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:44,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:45,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:45,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:46,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:46,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:47,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:47,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:48,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:48,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:49,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:49,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:50,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:50,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:51,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:51,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:52,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:52,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:53,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:53,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:54,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:54,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:55,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:55,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:56,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:56,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:57,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:57,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:58,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:58,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:29:59,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:29:59,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:00,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:00,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:01,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:01,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:02,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:02,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:03,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:03,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:04,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:04,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:05,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:05,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:06,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:06,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:07,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:07,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:08,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:08,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:09,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:09,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:10,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:10,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:11,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:11,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:12,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:12,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:13,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:13,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:14,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:14,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:15,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:15,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:16,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:16,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:17,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:17,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:18,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:18,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:19,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:19,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:20,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:20,C0A1,46.7973022,-71.3418808,OK
2024-03-12 07:30:21,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:21,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:22,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:22,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:23,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:23,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:24,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:24,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:25,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:25,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:26,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:26,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:27,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:27,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:28,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:28,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:29,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:29,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:30,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:30,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:31,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:31,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:32,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:32,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:33,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:33,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:34,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:34,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:35,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:35,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:36,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:36,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:37,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:37,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:38,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:38,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:39,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:39,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:40,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:40,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:41,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:41,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:42,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:42,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:43,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:43,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:44,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:44,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:45,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:45,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:46,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:46,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:47,76D3,46.7973022,-71.3418808,OK
2024-03-12 07:30:47,C0A1,46.7973061,-71.3418732,OK
2024-03-12 07:30:48,76D3,46.7973022,-71.3418808,OK
